trip_id,trip_duration_minutes,started_at,ended_at,start_station_name,end_station_name,rider_type,bike_id
102227,18.6,2025-06-22 14:12:55,2025-06-22 14:31:31,Bloor-Yonge,Riverdale Park,Annual Member,5167
102228,27.8,2025-06-22 14:46:57,2025-06-22 15:14:45,High Park,Union Station,Casual,5168
102229,31.1,2025-06-22 14:22:59,2025-06-22 14:54:05,Riverdale Park,Harbourfront Centre,Annual Member,5169
102230,22.2,2025-06-22 15:38:09,2025-06-22 16:00:21,Union Station,Kensington Market,Annual Member,5170
102231,61.1,2025-06-22 15:13:22,2025-06-22 16:14:28,Harbourfront Centre,Bloor-Yonge,Casual,5171
102232,13.6,2025-06-22 15:10:45,2025-06-22 15:24:21,Kensington Market,High Park,Annual Member,5172
102233,46.8,2025-06-22 15:21:24,2025-06-22 16:08:12,Bloor-Yonge,Riverdale Park,Casual,5173
102234,12.8,2025-06-22 15:58:56,2025-06-22 16:11:44,High Park,Union Station,Annual Member,5174
102235,26.4,2025-06-22 15:15:44,2025-06-22 15:42:08,Riverdale Park,Harbourfront Centre,Casual,5175
102236,30.8,2025-06-22 15:29:30,2025-06-22 16:00:18,Union Station,Kensington Market,Annual Member,5176
102237,12.9,2025-06-22 16:16:17,2025-06-22 16:29:11,Harbourfront Centre,Bloor-Yonge,Annual Member,5177
102238,37.2,2025-06-22 16:37:09,2025-06-22 17:14:21,Kensington Market,High Park,Casual,5178
102239,24.8,2025-06-22 16:54:25,2025-06-22 17:19:13,Bloor-Yonge,Riverdale Park,Annual Member,5179
102240,45.3,2025-06-22 16:35:00,2025-06-22 17:20:18,High Park,Union Station,Casual,5000
102241,13.5,2025-06-22 16:01:30,2025-06-22 16:15:00,Riverdale Park,Harbourfront Centre,Annual Member,5001
102242,50.6,2025-06-22 16:55:46,2025-06-22 17:46:22,Union Station,Kensington Market,Casual,5002
102243,15.4,2025-06-22 16:17:58,2025-06-22 16:33:22,Harbourfront Centre,Bloor-Yonge,Annual Member,5003
102244,38.3,2025-06-22 16:30:58,2025-06-22 17:09:16,Kensington Market,High Park,Casual,5004
102245,26.7,2025-06-22 16:38:04,2025-06-22 17:04:46,Bloor-Yonge,Riverdale Park,Annual Member,5005
102246,14.2,2025-06-22 17:06:11,2025-06-22 17:20:23,Kensington Market,High Park,Annual Member,5006
102247,51.7,2025-06-22 17:07:01,2025-06-22 17:58:43,Bloor-Yonge,Riverdale Park,Casual,5007
102248,9.8,2025-06-22 17:01:24,2025-06-22 17:11:12,High Park,Union Station,Annual Member,5008
102249,12.5,2025-06-22 17:27:01,2025-06-22 17:39:31,Riverdale Park,Harbourfront Centre,Casual,5009
102250,6.4,2025-06-22 17:39:04,2025-06-22 17:45:28,Union Station,Kensington Market,Annual Member,5010
102251,16.6,2025-06-22 17:43:10,2025-06-22 17:59:46,Harbourfront Centre,Bloor-Yonge,Casual,5011
102252,15.7,2025-06-22 17:42:37,2025-06-22 17:58:19,Kensington Market,High Park,Annual Member,5012
102253,79.3,2025-06-22 17:32:55,2025-06-22 18:52:13,Bloor-Yonge,Riverdale Park,Casual,5013
102254,17.3,2025-06-22 17:32:18,2025-06-22 17:49:36,High Park,Union Station,Annual Member,5014
102255,31.7,2025-06-22 17:21:00,2025-06-22 17:52:42,Riverdale Park,Harbourfront Centre,Casual,5015
102256,13.3,2025-06-22 17:59:50,2025-06-22 18:13:08,Union Station,Kensington Market,Annual Member,5016
102257,35.9,2025-06-22 17:31:22,2025-06-22 18:07:16,Harbourfront Centre,Bloor-Yonge,Casual,5017
102258,21.7,2025-06-22 18:30:02,2025-06-22 18:51:44,Bloor-Yonge,Riverdale Park,Annual Member,5018
102259,33.2,2025-06-22 18:48:29,2025-06-22 19:21:41,High Park,Union Station,Casual,5019
102260,24.4,2025-06-22 18:45:58,2025-06-22 19:10:22,Riverdale Park,Harbourfront Centre,Annual Member,5020
102261,30.4,2025-06-22 18:01:51,2025-06-22 18:32:15,Union Station,Kensington Market,Casual,5021
102262,15.8,2025-06-22 18:00:40,2025-06-22 18:16:28,Harbourfront Centre,Bloor-Yonge,Annual Member,5022
102263,30.9,2025-06-22 18:41:56,2025-06-22 19:12:50,Kensington Market,High Park,Casual,5023
102264,18.3,2025-06-22 18:17:41,2025-06-22 18:35:59,Bloor-Yonge,Riverdale Park,Annual Member,5024
102265,21.7,2025-06-22 18:00:58,2025-06-22 18:22:40,High Park,Union Station,Casual,5025
102266,14.1,2025-06-22 18:57:44,2025-06-22 19:11:50,Riverdale Park,Harbourfront Centre,Annual Member,5026
102267,7.1,2025-06-22 19:41:05,2025-06-22 19:48:11,High Park,Union Station,Annual Member,5027
102268,27.8,2025-06-22 19:19:14,2025-06-22 19:47:02,Riverdale Park,Harbourfront Centre,Casual,5028
102269,15.8,2025-06-22 19:21:46,2025-06-22 19:37:34,Union Station,Kensington Market,Annual Member,5029
102270,30.6,2025-06-22 19:16:48,2025-06-22 19:47:24,Harbourfront Centre,Bloor-Yonge,Casual,5030
102271,23.2,2025-06-22 19:49:49,2025-06-22 20:13:01,Kensington Market,High Park,Annual Member,5031
102272,33.4,2025-06-22 19:22:33,2025-06-22 19:55:57,Bloor-Yonge,Riverdale Park,Casual,5032
102273,31.5,2025-06-22 20:27:07,2025-06-22 20:58:37,Riverdale Park,Harbourfront Centre,Annual Member,5033
102274,20.4,2025-06-22 20:49:43,2025-06-22 21:10:07,Union Station,Kensington Market,Casual,5034
102275,40.6,2025-06-22 21:01:55,2025-06-22 21:42:31,Union Station,Kensington Market,Annual Member,5035
102276,44.8,2025-06-22 21:35:59,2025-06-22 22:20:47,Harbourfront Centre,Bloor-Yonge,Casual,5036
102277,25.8,2025-06-22 22:36:13,2025-06-22 23:02:01,Harbourfront Centre,Bloor-Yonge,Annual Member,5037
102278,28.9,2025-06-22 22:23:31,2025-06-22 22:52:25,Kensington Market,High Park,Casual,5038
102279,23.8,2025-06-22 23:16:55,2025-06-22 23:40:43,Kensington Market,High Park,Annual Member,5039
102280,29.1,2025-06-22 23:06:40,2025-06-22 23:35:46,Bloor-Yonge,Riverdale Park,Casual,5040
102281,23.8,2025-06-23 00:35:01,2025-06-23 00:58:49,High Park,Union Station,Annual Member,5041
102282,42.4,2025-06-23 00:55:24,2025-06-23 01:37:48,Riverdale Park,Harbourfront Centre,Casual,5042
102283,13.4,2025-06-23 01:15:20,2025-06-23 01:28:44,Riverdale Park,Harbourfront Centre,Annual Member,5043
102284,28.2,2025-06-23 01:15:04,2025-06-23 01:43:16,Union Station,Kensington Market,Casual,5044
102285,24.5,2025-06-23 02:08:44,2025-06-23 02:33:14,Union Station,Kensington Market,Annual Member,5045
102286,26.8,2025-06-23 02:50:32,2025-06-23 03:17:20,Harbourfront Centre,Bloor-Yonge,Casual,5046
102287,80.9,2025-06-23 03:09:08,2025-06-23 04:30:02,Harbourfront Centre,Bloor-Yonge,Annual Member,5047
102288,23.1,2025-06-23 03:40:46,2025-06-23 04:03:52,Kensington Market,High Park,Casual,5048
102289,12.3,2025-06-23 04:36:33,2025-06-23 04:48:51,Kensington Market,High Park,Annual Member,5049
102290,18.3,2025-06-23 04:20:16,2025-06-23 04:38:34,Bloor-Yonge,Riverdale Park,Casual,5050
102291,7.9,2025-06-23 05:58:53,2025-06-23 06:06:47,Bloor-Yonge,Riverdale Park,Annual Member,5051
102292,24.6,2025-06-23 05:01:15,2025-06-23 05:25:51,High Park,Union Station,Casual,5052
102293,26.8,2025-06-23 06:27:53,2025-06-23 06:54:41,High Park,Union Station,Annual Member,5053
102294,28.5,2025-06-23 06:05:18,2025-06-23 06:33:48,Riverdale Park,Harbourfront Centre,Casual,5054
102295,13.1,2025-06-23 07:15:04,2025-06-23 07:28:10,Riverdale Park,Harbourfront Centre,Annual Member,5055
102296,12.3,2025-06-23 07:05:06,2025-06-23 07:17:24,Union Station,Kensington Market,Casual,5056
102297,10.0,2025-06-23 07:45:32,2025-06-23 07:55:32,Harbourfront Centre,Bloor-Yonge,Annual Member,5057
102298,16.1,2025-06-23 07:46:52,2025-06-23 08:02:58,Kensington Market,High Park,Casual,5058
102299,14.8,2025-06-23 07:00:07,2025-06-23 07:14:55,Bloor-Yonge,Riverdale Park,Annual Member,5059
102300,22.3,2025-06-23 07:43:35,2025-06-23 08:05:53,High Park,Union Station,Casual,5060
102301,41.1,2025-06-23 08:53:35,2025-06-23 09:34:41,Union Station,Kensington Market,Annual Member,5061
102302,27.1,2025-06-23 08:24:15,2025-06-23 08:51:21,Harbourfront Centre,Bloor-Yonge,Casual,5062
102303,13.7,2025-06-23 08:25:04,2025-06-23 08:38:46,Kensington Market,High Park,Annual Member,5063
102304,32.9,2025-06-23 08:05:13,2025-06-23 08:38:07,Bloor-Yonge,Riverdale Park,Casual,5064
102305,14.7,2025-06-23 08:37:53,2025-06-23 08:52:35,High Park,Union Station,Annual Member,5065
102306,26.8,2025-06-23 08:31:25,2025-06-23 08:58:13,Riverdale Park,Harbourfront Centre,Casual,5066
102307,14.1,2025-06-23 08:41:03,2025-06-23 08:55:09,Union Station,Kensington Market,Annual Member,5067
102308,21.1,2025-06-23 08:07:36,2025-06-23 08:28:42,Harbourfront Centre,Bloor-Yonge,Casual,5068
102309,22.1,2025-06-23 08:54:50,2025-06-23 09:16:56,Kensington Market,High Park,Annual Member,5069
102310,23.1,2025-06-23 09:29:45,2025-06-23 09:52:51,Harbourfront Centre,Bloor-Yonge,Annual Member,5070
102311,31.6,2025-06-23 09:33:16,2025-06-23 10:04:52,Kensington Market,High Park,Casual,5071
102312,40.1,2025-06-23 09:00:57,2025-06-23 09:41:03,Bloor-Yonge,Riverdale Park,Annual Member,5072
102313,22.1,2025-06-23 09:50:26,2025-06-23 10:12:32,High Park,Union Station,Casual,5073
102314,17.8,2025-06-23 09:51:14,2025-06-23 10:09:02,Riverdale Park,Harbourfront Centre,Annual Member,5074
102315,24.6,2025-06-23 09:31:06,2025-06-23 09:55:42,Union Station,Kensington Market,Casual,5075
102316,16.1,2025-06-23 10:42:24,2025-06-23 10:58:30,Kensington Market,High Park,Annual Member,5076
102317,15.0,2025-06-23 10:10:47,2025-06-23 10:25:47,Bloor-Yonge,Riverdale Park,Casual,5077
102318,17.8,2025-06-23 10:35:47,2025-06-23 10:53:35,High Park,Union Station,Annual Member,5078
102319,22.6,2025-06-23 10:43:07,2025-06-23 11:05:43,Riverdale Park,Harbourfront Centre,Casual,5079
102320,11.5,2025-06-23 11:58:53,2025-06-23 12:10:23,Bloor-Yonge,Riverdale Park,Annual Member,5080
102321,31.2,2025-06-23 11:03:07,2025-06-23 11:34:19,High Park,Union Station,Casual,5081
102322,13.6,2025-06-23 11:53:58,2025-06-23 12:07:34,Riverdale Park,Harbourfront Centre,Annual Member,5082
102323,55.7,2025-06-23 11:13:19,2025-06-23 12:09:01,Union Station,Kensington Market,Casual,5083
102324,10.7,2025-06-23 12:48:48,2025-06-23 12:59:30,High Park,Union Station,Annual Member,5084
102325,11.9,2025-06-23 12:35:14,2025-06-23 12:47:08,Riverdale Park,Harbourfront Centre,Casual,5085
102326,28.6,2025-06-23 12:46:02,2025-06-23 13:14:38,Union Station,Kensington Market,Annual Member,5086
102327,34.6,2025-06-23 12:16:21,2025-06-23 12:50:57,Harbourfront Centre,Bloor-Yonge,Casual,5087
102328,26.4,2025-06-23 13:04:38,2025-06-23 13:31:02,Riverdale Park,Harbourfront Centre,Annual Member,5088
102329,23.8,2025-06-23 13:45:56,2025-06-23 14:09:44,Union Station,Kensington Market,Casual,5089
102330,22.6,2025-06-23 13:17:44,2025-06-23 13:40:20,Harbourfront Centre,Bloor-Yonge,Annual Member,5090
102331,14.5,2025-06-23 13:44:20,2025-06-23 13:58:50,Kensington Market,High Park,Casual,5091
102332,42.5,2025-06-23 14:56:30,2025-06-23 15:39:00,Union Station,Kensington Market,Annual Member,5092
102333,51.9,2025-06-23 14:28:02,2025-06-23 15:19:56,Harbourfront Centre,Bloor-Yonge,Casual,5093
102334,15.7,2025-06-23 14:55:27,2025-06-23 15:11:09,Kensington Market,High Park,Annual Member,5094
102335,39.1,2025-06-23 14:41:19,2025-06-23 15:20:25,Bloor-Yonge,Riverdale Park,Casual,5095
102336,28.8,2025-06-23 15:53:10,2025-06-23 16:21:58,Harbourfront Centre,Bloor-Yonge,Annual Member,5096
102337,18.1,2025-06-23 15:12:26,2025-06-23 15:30:32,Kensington Market,High Park,Casual,5097
102338,26.7,2025-06-23 15:02:41,2025-06-23 15:29:23,Bloor-Yonge,Riverdale Park,Annual Member,5098
102339,27.0,2025-06-23 15:52:24,2025-06-23 16:19:24,High Park,Union Station,Casual,5099
102340,24.5,2025-06-23 16:58:40,2025-06-23 17:23:10,Kensington Market,High Park,Annual Member,5100
102341,24.0,2025-06-23 16:58:11,2025-06-23 17:22:11,Bloor-Yonge,Riverdale Park,Casual,5101
102342,13.3,2025-06-23 16:58:14,2025-06-23 17:11:32,High Park,Union Station,Annual Member,5102
102343,17.0,2025-06-23 16:19:44,2025-06-23 16:36:44,Riverdale Park,Harbourfront Centre,Casual,5103
102344,28.9,2025-06-23 16:09:59,2025-06-23 16:38:53,Union Station,Kensington Market,Annual Member,5104
102345,34.3,2025-06-23 16:08:30,2025-06-23 16:42:48,Harbourfront Centre,Bloor-Yonge,Casual,5105
102346,19.9,2025-06-23 17:22:11,2025-06-23 17:42:05,Bloor-Yonge,Riverdale Park,Annual Member,5106
102347,32.1,2025-06-23 17:56:41,2025-06-23 18:28:47,High Park,Union Station,Casual,5107
102348,21.0,2025-06-23 17:51:44,2025-06-23 18:12:44,Riverdale Park,Harbourfront Centre,Annual Member,5108
102349,40.8,2025-06-23 17:19:41,2025-06-23 18:00:29,Union Station,Kensington Market,Casual,5109
102350,26.7,2025-06-23 17:28:09,2025-06-23 17:54:51,Harbourfront Centre,Bloor-Yonge,Annual Member,5110
102351,25.3,2025-06-23 17:15:48,2025-06-23 17:41:06,Kensington Market,High Park,Casual,5111
102352,23.2,2025-06-23 17:15:36,2025-06-23 17:38:48,Bloor-Yonge,Riverdale Park,Annual Member,5112
102353,32.0,2025-06-23 17:33:03,2025-06-23 18:05:03,High Park,Union Station,Casual,5113
102354,12.9,2025-06-23 17:10:24,2025-06-23 17:23:18,Riverdale Park,Harbourfront Centre,Annual Member,5114
102355,18.5,2025-06-23 18:35:11,2025-06-23 18:53:41,High Park,Union Station,Annual Member,5115
102356,37.9,2025-06-23 18:06:05,2025-06-23 18:43:59,Riverdale Park,Harbourfront Centre,Casual,5116
102357,14.5,2025-06-23 18:51:29,2025-06-23 19:05:59,Union Station,Kensington Market,Annual Member,5117
102358,24.5,2025-06-23 18:21:34,2025-06-23 18:46:04,Harbourfront Centre,Bloor-Yonge,Casual,5118
102359,14.7,2025-06-23 18:39:41,2025-06-23 18:54:23,Kensington Market,High Park,Annual Member,5119
102360,38.2,2025-06-23 18:32:21,2025-06-23 19:10:33,Bloor-Yonge,Riverdale Park,Casual,5120
102361,13.5,2025-06-23 18:32:46,2025-06-23 18:46:16,High Park,Union Station,Annual Member,5121
102362,23.5,2025-06-23 18:33:57,2025-06-23 18:57:27,Riverdale Park,Harbourfront Centre,Casual,5122
102363,20.2,2025-06-23 18:55:43,2025-06-23 19:15:55,Union Station,Kensington Market,Annual Member,5123
102364,15.1,2025-06-23 19:13:30,2025-06-23 19:28:36,Riverdale Park,Harbourfront Centre,Annual Member,5124
102365,26.3,2025-06-23 19:25:46,2025-06-23 19:52:04,Union Station,Kensington Market,Casual,5125
102366,10.4,2025-06-23 19:05:37,2025-06-23 19:16:01,Harbourfront Centre,Bloor-Yonge,Annual Member,5126
102367,22.5,2025-06-23 19:37:59,2025-06-23 20:00:29,Kensington Market,High Park,Casual,5127
102368,33.8,2025-06-23 19:24:21,2025-06-23 19:58:09,Bloor-Yonge,Riverdale Park,Annual Member,5128
102369,27.8,2025-06-23 19:20:05,2025-06-23 19:47:53,High Park,Union Station,Casual,5129
102370,16.1,2025-06-23 20:35:22,2025-06-23 20:51:28,Union Station,Kensington Market,Annual Member,5130
102371,46.4,2025-06-23 20:44:41,2025-06-23 21:31:05,Harbourfront Centre,Bloor-Yonge,Casual,5131
102372,10.2,2025-06-23 21:39:24,2025-06-23 21:49:36,Harbourfront Centre,Bloor-Yonge,Annual Member,5132
102373,8.6,2025-06-23 21:44:43,2025-06-23 21:53:19,Kensington Market,High Park,Casual,5133
102374,27.0,2025-06-23 22:02:26,2025-06-23 22:29:26,Kensington Market,High Park,Annual Member,5134
102375,48.2,2025-06-23 22:09:51,2025-06-23 22:58:03,Bloor-Yonge,Riverdale Park,Casual,5135
102376,11.3,2025-06-23 23:37:39,2025-06-23 23:48:57,Bloor-Yonge,Riverdale Park,Annual Member,5136
102377,24.4,2025-06-23 23:32:56,2025-06-23 23:57:20,High Park,Union Station,Casual,5137
102378,15.0,2025-06-24 00:16:13,2025-06-24 00:31:13,Riverdale Park,Harbourfront Centre,Annual Member,5138
102379,52.2,2025-06-24 00:55:42,2025-06-24 01:47:54,Union Station,Kensington Market,Casual,5139
102380,23.8,2025-06-24 01:17:53,2025-06-24 01:41:41,Union Station,Kensington Market,Annual Member,5140
102381,14.3,2025-06-24 01:11:46,2025-06-24 01:26:04,Harbourfront Centre,Bloor-Yonge,Casual,5141
102382,20.5,2025-06-24 02:50:18,2025-06-24 03:10:48,Harbourfront Centre,Bloor-Yonge,Annual Member,5142
102383,10.4,2025-06-24 02:44:45,2025-06-24 02:55:09,Kensington Market,High Park,Casual,5143
102384,12.7,2025-06-24 03:38:01,2025-06-24 03:50:43,Kensington Market,High Park,Annual Member,5144
102385,32.6,2025-06-24 03:21:46,2025-06-24 03:54:22,Bloor-Yonge,Riverdale Park,Casual,5145
102386,15.6,2025-06-24 04:16:52,2025-06-24 04:32:28,Bloor-Yonge,Riverdale Park,Annual Member,5146
102387,35.3,2025-06-24 04:56:09,2025-06-24 05:31:27,High Park,Union Station,Casual,5147
102388,56.1,2025-06-24 05:48:15,2025-06-24 06:44:21,High Park,Union Station,Annual Member,5148
102389,30.2,2025-06-24 05:55:28,2025-06-24 06:25:40,Riverdale Park,Harbourfront Centre,Casual,5149
102390,8.0,2025-06-24 06:03:25,2025-06-24 06:11:25,Riverdale Park,Harbourfront Centre,Annual Member,5150
102391,16.9,2025-06-24 06:08:33,2025-06-24 06:25:27,Union Station,Kensington Market,Casual,5151
102392,15.0,2025-06-24 07:39:34,2025-06-24 07:54:34,Union Station,Kensington Market,Annual Member,5152
102393,25.2,2025-06-24 07:41:49,2025-06-24 08:07:01,Harbourfront Centre,Bloor-Yonge,Casual,5153
102394,17.6,2025-06-24 07:48:42,2025-06-24 08:06:18,Kensington Market,High Park,Annual Member,5154
102395,23.7,2025-06-24 07:10:31,2025-06-24 07:34:13,Bloor-Yonge,Riverdale Park,Casual,5155
102396,24.3,2025-06-24 07:47:59,2025-06-24 08:12:17,High Park,Union Station,Annual Member,5156
102397,47.0,2025-06-24 07:03:39,2025-06-24 07:50:39,Riverdale Park,Harbourfront Centre,Casual,5157
102398,21.8,2025-06-24 08:23:54,2025-06-24 08:45:42,Harbourfront Centre,Bloor-Yonge,Annual Member,5158
102399,16.5,2025-06-24 08:21:27,2025-06-24 08:37:57,Kensington Market,High Park,Casual,5159
102400,13.9,2025-06-24 08:20:39,2025-06-24 08:34:33,Bloor-Yonge,Riverdale Park,Annual Member,5160
102401,48.0,2025-06-24 08:07:09,2025-06-24 08:55:09,High Park,Union Station,Casual,5161
102402,24.5,2025-06-24 08:41:32,2025-06-24 09:06:02,Riverdale Park,Harbourfront Centre,Annual Member,5162
102403,34.4,2025-06-24 08:34:32,2025-06-24 09:08:56,Union Station,Kensington Market,Casual,5163
102404,17.1,2025-06-24 08:35:37,2025-06-24 08:52:43,Harbourfront Centre,Bloor-Yonge,Annual Member,5164
102405,34.7,2025-06-24 08:19:52,2025-06-24 08:54:34,Kensington Market,High Park,Casual,5165
102406,41.4,2025-06-24 08:20:50,2025-06-24 09:02:14,Bloor-Yonge,Riverdale Park,Annual Member,5166
102407,17.5,2025-06-24 09:53:22,2025-06-24 10:10:52,Kensington Market,High Park,Annual Member,5167
102408,23.1,2025-06-24 09:34:14,2025-06-24 09:57:20,Bloor-Yonge,Riverdale Park,Casual,5168
102409,21.6,2025-06-24 09:12:39,2025-06-24 09:34:15,High Park,Union Station,Annual Member,5169
102410,42.4,2025-06-24 09:58:07,2025-06-24 10:40:31,Riverdale Park,Harbourfront Centre,Casual,5170
102411,14.1,2025-06-24 09:34:57,2025-06-24 09:49:03,Union Station,Kensington Market,Annual Member,5171
102412,39.1,2025-06-24 09:21:00,2025-06-24 10:00:06,Harbourfront Centre,Bloor-Yonge,Casual,5172
102413,20.9,2025-06-24 10:07:50,2025-06-24 10:28:44,Bloor-Yonge,Riverdale Park,Annual Member,5173
102414,36.7,2025-06-24 10:37:05,2025-06-24 11:13:47,High Park,Union Station,Casual,5174
102415,26.7,2025-06-24 10:03:06,2025-06-24 10:29:48,Riverdale Park,Harbourfront Centre,Annual Member,5175
102416,10.7,2025-06-24 10:25:17,2025-06-24 10:35:59,Union Station,Kensington Market,Casual,5176
102417,25.8,2025-06-24 11:30:52,2025-06-24 11:56:40,High Park,Union Station,Annual Member,5177
102418,35.4,2025-06-24 11:33:44,2025-06-24 12:09:08,Riverdale Park,Harbourfront Centre,Casual,5178
102419,16.9,2025-06-24 11:18:12,2025-06-24 11:35:06,Union Station,Kensington Market,Annual Member,5179
102420,38.4,2025-06-24 11:25:30,2025-06-24 12:03:54,Harbourfront Centre,Bloor-Yonge,Casual,5000
102421,28.9,2025-06-24 12:02:48,2025-06-24 12:31:42,Riverdale Park,Harbourfront Centre,Annual Member,5001
102422,33.8,2025-06-24 12:26:32,2025-06-24 13:00:20,Union Station,Kensington Market,Casual,5002
102423,20.2,2025-06-24 12:37:20,2025-06-24 12:57:32,Harbourfront Centre,Bloor-Yonge,Annual Member,5003
102424,39.0,2025-06-24 12:04:18,2025-06-24 12:43:18,Kensington Market,High Park,Casual,5004
102425,12.2,2025-06-24 13:21:23,2025-06-24 13:33:35,Union Station,Kensington Market,Annual Member,5005
102426,15.1,2025-06-24 13:35:50,2025-06-24 13:50:56,Harbourfront Centre,Bloor-Yonge,Casual,5006
102427,25.3,2025-06-24 13:03:24,2025-06-24 13:28:42,Kensington Market,High Park,Annual Member,5007
102428,33.2,2025-06-24 13:24:32,2025-06-24 13:57:44,Bloor-Yonge,Riverdale Park,Casual,5008
102429,23.2,2025-06-24 14:33:03,2025-06-24 14:56:15,Harbourfront Centre,Bloor-Yonge,Annual Member,5009
102430,18.2,2025-06-24 14:03:52,2025-06-24 14:22:04,Kensington Market,High Park,Casual,5010
102431,15.0,2025-06-24 14:43:16,2025-06-24 14:58:16,Bloor-Yonge,Riverdale Park,Annual Member,5011
102432,29.6,2025-06-24 14:43:51,2025-06-24 15:13:27,High Park,Union Station,Casual,5012
102433,7.8,2025-06-24 15:10:45,2025-06-24 15:18:33,Kensington Market,High Park,Annual Member,5013
102434,40.4,2025-06-24 15:41:11,2025-06-24 16:21:35,Bloor-Yonge,Riverdale Park,Casual,5014
102435,13.7,2025-06-24 15:49:10,2025-06-24 16:02:52,High Park,Union Station,Annual Member,5015
102436,43.3,2025-06-24 15:27:43,2025-06-24 16:11:01,Riverdale Park,Harbourfront Centre,Casual,5016
102437,10.1,2025-06-24 16:25:16,2025-06-24 16:35:22,Bloor-Yonge,Riverdale Park,Annual Member,5017
102438,14.9,2025-06-24 16:32:08,2025-06-24 16:47:02,High Park,Union Station,Casual,5018
102439,25.0,2025-06-24 16:43:35,2025-06-24 17:08:35,Riverdale Park,Harbourfront Centre,Annual Member,5019
102440,71.1,2025-06-24 16:38:44,2025-06-24 17:49:50,Union Station,Kensington Market,Casual,5020
102441,30.7,2025-06-24 16:07:57,2025-06-24 16:38:39,Harbourfront Centre,Bloor-Yonge,Annual Member,5021
102442,24.8,2025-06-24 16:14:45,2025-06-24 16:39:33,Kensington Market,High Park,Casual,5022
102443,20.4,2025-06-24 17:47:08,2025-06-24 18:07:32,High Park,Union Station,Annual Member,5023
102444,31.0,2025-06-24 17:01:15,2025-06-24 17:32:15,Riverdale Park,Harbourfront Centre,Casual,5024
102445,14.7,2025-06-24 17:20:55,2025-06-24 17:35:37,Union Station,Kensington Market,Annual Member,5025
102446,73.3,2025-06-24 17:02:28,2025-06-24 18:15:46,Harbourfront Centre,Bloor-Yonge,Casual,5026
102447,18.9,2025-06-24 17:00:39,2025-06-24 17:19:33,Kensington Market,High Park,Annual Member,5027
102448,29.1,2025-06-24 17:55:58,2025-06-24 18:25:04,Bloor-Yonge,Riverdale Park,Casual,5028
102449,15.6,2025-06-24 17:10:29,2025-06-24 17:26:05,High Park,Union Station,Annual Member,5029
102450,45.9,2025-06-24 17:59:27,2025-06-24 18:45:21,Riverdale Park,Harbourfront Centre,Casual,5030
102451,18.9,2025-06-24 17:48:29,2025-06-24 18:07:23,Union Station,Kensington Market,Annual Member,5031
102452,6.9,2025-06-24 18:47:18,2025-06-24 18:54:12,Riverdale Park,Harbourfront Centre,Annual Member,5032
102453,37.7,2025-06-24 18:05:53,2025-06-24 18:43:35,Union Station,Kensington Market,Casual,5033
102454,38.5,2025-06-24 18:25:29,2025-06-24 19:03:59,Harbourfront Centre,Bloor-Yonge,Annual Member,5034
102455,39.1,2025-06-24 18:56:01,2025-06-24 19:35:07,Kensington Market,High Park,Casual,5035
102456,22.4,2025-06-24 18:24:55,2025-06-24 18:47:19,Bloor-Yonge,Riverdale Park,Annual Member,5036
102457,14.6,2025-06-24 18:43:58,2025-06-24 18:58:34,High Park,Union Station,Casual,5037
102458,13.5,2025-06-24 18:36:06,2025-06-24 18:49:36,Riverdale Park,Harbourfront Centre,Annual Member,5038
102459,34.0,2025-06-24 18:01:24,2025-06-24 18:35:24,Union Station,Kensington Market,Casual,5039
102460,50.8,2025-06-24 18:28:13,2025-06-24 19:19:01,Harbourfront Centre,Bloor-Yonge,Annual Member,5040
102461,36.4,2025-06-24 19:05:05,2025-06-24 19:41:29,Union Station,Kensington Market,Annual Member,5041
102462,11.4,2025-06-24 19:49:10,2025-06-24 20:00:34,Harbourfront Centre,Bloor-Yonge,Casual,5042
102463,11.9,2025-06-24 19:04:49,2025-06-24 19:16:43,Kensington Market,High Park,Annual Member,5043
102464,50.3,2025-06-24 19:39:53,2025-06-24 20:30:11,Bloor-Yonge,Riverdale Park,Casual,5044
102465,12.1,2025-06-24 19:43:51,2025-06-24 19:55:57,High Park,Union Station,Annual Member,5045
102466,16.4,2025-06-24 19:48:22,2025-06-24 20:04:46,Riverdale Park,Harbourfront Centre,Casual,5046
102467,13.4,2025-06-24 20:57:43,2025-06-24 21:11:07,Harbourfront Centre,Bloor-Yonge,Annual Member,5047
102468,50.6,2025-06-24 20:45:25,2025-06-24 21:36:01,Kensington Market,High Park,Casual,5048
102469,12.9,2025-06-24 21:53:06,2025-06-24 22:06:00,Kensington Market,High Park,Annual Member,5049
102470,29.4,2025-06-24 21:33:53,2025-06-24 22:03:17,Bloor-Yonge,Riverdale Park,Casual,5050
102471,17.7,2025-06-24 22:24:13,2025-06-24 22:41:55,Bloor-Yonge,Riverdale Park,Annual Member,5051
102472,32.5,2025-06-24 22:53:42,2025-06-24 23:26:12,High Park,Union Station,Casual,5052
102473,18.5,2025-06-24 23:53:13,2025-06-25 00:11:43,High Park,Union Station,Annual Member,5053
102474,21.1,2025-06-24 23:00:13,2025-06-24 23:21:19,Riverdale Park,Harbourfront Centre,Casual,5054
102475,19.8,2025-06-25 00:36:20,2025-06-25 00:56:08,Union Station,Kensington Market,Annual Member,5055
102476,95.4,2025-06-25 00:13:14,2025-06-25 01:48:38,Harbourfront Centre,Bloor-Yonge,Casual,5056
